"College","Priority","Weight"
"University of Pittsburgh","Religious affiliation/commitment",80
"University of Pittsburgh","Racial/ethnic status",80
"University of Pittsburgh","Volunteer work",62
"University of Pittsburgh","Work experience",62
"University of Pittsburgh","Level of applicant’s interest",62
"University of Portland","Rigor of secondary school record x",45
"University of Portland","Class rank x",64
"University of Portland","Academic GPA x",43
"University of Portland","Standardized test scores x",80
"University of Portland","Application Essay x",64
"University of Portland","Recommendation(s) x",64
"University of Portland","Interview x",80
"University of Portland","Extracurricular activities x",64
"University of Portland","Talent/ability x",64
"University of Portland","Character/personal qualities x",80
"University of Portland","First generation x",80
"University of Portland","Alumni/ae relation x",80
"University of Portland","Geographical residence x",80
"University of Portland","State residency x",97
"University of Portland","Religious affiliation/commitment x",80
"University of Portland","Racial/ethnic status x",80
"University of Portland","Volunteer work x",64
"University of Portland","Work experience x",64
"University of Portland","Level of applicant’s interest x",80
"University of Rhode Island","Rigor of secondary school record x",46
"University of Rhode Island","Class rank x",80
"University of Rhode Island","Academic GPA x",44
"University of Rhode Island","Standardized test scores",80
"University of Rhode Island","Application Essay",45
"University of Rhode Island","Recommendation(s)",45
"University of Rhode Island","Interview x",98
"University of Rhode Island","Extracurricular activities",64
"University of Rhode Island","Talent/ability x",80
"University of Rhode Island","Character/personal qualities x",80
"University of Rhode Island","First generation x",80
"University of Rhode Island","Alumni/ae relation x",80
"University of Rhode Island","Geographical residence x",80
"University of Rhode Island","State residency x",80
"University of Rhode Island","Religious affiliation/commitment x",98
"University of Rhode Island","Racial/ethnic status",98
"University of Rhode Island","Volunteer work",64
"University of Rhode Island","Work experience",64
"University of Rhode Island","Level of applicant’s interest x",80
"University of Richmond","Class rank",62
"University of Richmond","Academic GPA",43
"University of Richmond","Standardized test scores",62
"University of Richmond","Application Essay",62
"University of Richmond","Recommendation(s)",62
"University of Richmond","Interview",100
"University of Richmond","Extracurricular activities",62
"University of Richmond","Talent/ability",62
"University of Richmond","Character/personal qualities",62
"University of Richmond","First generation",81
"University of Richmond","Alumni/ae relation",81
"University of Richmond","Geographical residence",81
"University of Richmond","State residency",81
"University of Richmond","Religious affiliation/commitment",100
"University of Richmond","Racial/ethnic status",81
"University of Richmond","Volunteer work",81
"University of Richmond","Work experience",81
"University of Richmond","Level of applicant’s interest",100
"University of Rochester","Rigor of secondary school record x",43
"University of Rochester","Class rank x",67
"University of Rochester","Academic GPA x",43
"University of Rochester","Standardized test scores x",67
"University of Rochester","Application Essay x",57
"University of Rochester","Recommendation(s) x",57
"University of Rochester","Interview x",57
"University of Rochester","Extracurricular activities x",42
"University of Rochester","Talent/ability x",57
"University of Rochester","Character/personal qualities x",42
"University of Rochester","First generation x",69
"University of Rochester","Alumni/ae relation x",69
"University of Rochester","Geographical residence x",69
"University of Rochester","State residency x",82
"University of Rochester","Religious affiliation/commitment x",82
"University of Rochester","Racial/ethnic status x",69
"University of Rochester","Volunteer work x",69
"University of Rochester","Work experience x",69
"University of Rochester","Level of applicant’s interest x",57
"University of South Alabama","Rigor of secondary school record",106
"University of South Alabama","Class rank",106
"University of South Alabama","Academic GPA",48
"University of South Alabama","Standardized test scores",50
"University of South Alabama","Application Essay",106
"University of South Alabama","Recommendation(s)",106
"University of South Alabama","Interview",106
"University of South Alabama","Extracurricular activities",106
"University of South Alabama","Talent/ability",106
"University of South Alabama","Character/personal qualities",106
"University of South Alabama","First generation",106
"University of South Alabama","Alumni/ae relation",106
"University of South Alabama","Geographical residence",106
"University of South Alabama","State residency",106
"University of South Alabama","Religious affiliation/commitment",106
"University of South Alabama","Racial/ethnic status",106
"University of South Alabama","Volunteer work",107
"University of South Alabama","Work experience",107
"University of South Alabama","Level of applicant’s interest",107
"University of South Florida","Rigor of secondary school record",49
"University of South Florida","Class rank",87
"University of South Florida","Academic GPA",47
"University of South Florida","Standardized test scores",49
"University of South Florida","Application Essay",106
"University of South Florida","Recommendation(s)",106
"University of South Florida","Interview",106
"University of South Florida","Extracurricular activities",106
"University of South Florida","Talent/ability",87
"University of South Florida","Character/personal qualities",106
"University of South Florida","First generation",87
"University of South Florida","Alumni/ae relation",106
"University of South Florida","Geographical residence",106
"University of South Florida","State residency",106
"University of South Florida","Religious affiliation/commitment",106
"University of South Florida","Racial/ethnic status",106
"University of South Florida","Volunteer work",106
"University of South Florida","Work experience",106
"University of South Florida","Level of applicant’s interest",107
"University of the Pacific","Rigor of secondary school record",45
"University of the Pacific","Class rank",79
"University of the Pacific","Academic GPA",43
"University of the Pacific","Standardized test scores",79
"University of the Pacific","Application Essay",45
"University of the Pacific","Recommendation(s)",45
"University of the Pacific","Extracurricular activities",45
"University of the Pacific","Talent/ability",45
"University of the Pacific","Character/personal qualities",45
"University of the Pacific","First generation",45
"University of the Pacific","Alumni/ae relation",45
"University of the Pacific","State residency",97
"University of the Pacific","Religious affiliation/commitment",97
"University of the Pacific","Racial/ethnic status",79
"University of the Pacific","Volunteer work",45
"University of the Pacific","Work experience",79
"University of the Pacific","Level of applicant’s interest",79
"University of Utah","Rigor of secondary school record",53
"University of Utah","Class rank",96
"University of Utah","Academic GPA",53
"University of Utah","Standardized test scores",96
"University of Utah","Application Essay",96
"University of Utah","Recommendation(s)",96
"University of Utah","Interview",115
"University of Utah","Extracurricular activities",96
"University of Utah","Talent/ability",96
"University of Utah","Character/personal qualities",96
"University of Utah","First generation",115
"University of Utah","Alumni/ae relation",115
"University of Utah","Geographical residence",115
"University of Utah","State residency",115
"University of Utah","Religious affiliation/commitment",115
"University of Utah","Racial/ethnic status",115
"University of Utah","Volunteer work",96
"University of Utah","Work experience",96
"University of Utah","Level of applicant’s interest",115
"University of Vermont","Rigor of secondary school",41
"University of Vermont","Class rank",95
"University of Vermont","Academic GPA",59
"University of Vermont","Standardized test scores",77
"University of Vermont","Application Essay",61
"University of Vermont","Recommendation(s)",77
"University of Vermont","Interview",95
"University of Vermont","Extracurricular activities",77
"University of Vermont","Talent/ability",77
"University of Vermont","Character/personal qualities",61
"University of Vermont","First generation",77
"University of Vermont","Alumni/ae relation",95
"University of Vermont","Geographical residence",77
"University of Vermont","State residency",61
"University of Vermont","Religious affiliation/commitment",95
"University of Vermont","Racial/ethnic status",77
"University of Vermont","Volunteer work",77
"University of Vermont","Work experience",77
"University of Vermont","Level of applicant’s interest",77
"Washington & Jefferson College","Rigor of secondary school record x",86
"Washington & Jefferson College","Class rank x",86
"Washington & Jefferson College","Academic GPA x",47
"Washington & Jefferson College","Standardized test scores x",86
"Washington & Jefferson College","Application Essay x",86
"Washington & Jefferson College","Recommendation(s) x",86
"Washington & Jefferson College","Interview x",86
"Washington & Jefferson College","Extracurricular activities x",86
"Washington & Jefferson College","Talent/ability x",86
"Washington & Jefferson College","Character/personal qualities x",86
"Washington & Jefferson College","First generation x",105
"Washington & Jefferson College","Alumni/ae relation x",105
"Washington & Jefferson College","Geographical residence x",105
"Washington & Jefferson College","State residency x",105
"Washington & Jefferson College","Religious affiliation/commitment x",105
"Washington & Jefferson College","Racial/ethnic status x",105
"Washington & Jefferson College","Volunteer work x",86
"Washington & Jefferson College","Work experience x",86
"Washington & Jefferson College","Level of applicant’s interest x",86
"Washington and Lee University","Class rank x",78
"Washington and Lee University","Academic GPA x",78
"Washington and Lee University","Standardized test scores x",78
"Washington and Lee University","Application Essay x",78
"Washington and Lee University","Recommendation(s) x",45
"Washington and Lee University","Interview x",78
"Washington and Lee University","Extracurricular activities x",45
"Washington and Lee University","Talent/ability x",78
"Washington and Lee University","Character/personal qualities x",45
"Washington and Lee University","First generation x",78
"Washington and Lee University","Alumni/ae relation x",78
"Washington and Lee University","Geographical residence x",78
"Washington and Lee University","State residency x",78
"Washington and Lee University","Religious affiliation/commitment x",93
"Washington and Lee University","Racial/ethnic status x",78
"Washington and Lee University","Volunteer work x",78
"Washington and Lee University","Work experience x",78
"Washington and Lee University","Level of applicant’s interest x",78
"Wayne State University","Rigor of secondary school record",80
"Wayne State University","Class rank",98
"Wayne State University","Academic GPA",43
"Wayne State University","Standardized test scores",64
"Wayne State University","Application Essay",80
"Wayne State University","Recommendation(s)",80
"Wayne State University","Interview",98
"Wayne State University","Extracurricular activities",80
"Wayne State University","Talent/ability",98
"Wayne State University","Character/personal qualities",80
"Wayne State University","First generation",98
"Wayne State University","Alumni/ae relation",98
"Wayne State University","Geographical residence",98
"Wayne State University","State residency",98
"Wayne State University","Religious affiliation/commitment",98
"Wayne State University","Racial/ethnic status",98
"Wayne State University","Volunteer work",80
"Wayne State University","Work experience",80
"Wayne State University","Level of applicant’s interest",98
"Wellesley College","Rigor of secondary school record",44
"Wellesley College","Class rank",61
"Wellesley College","Academic GPA",42
"Wellesley College","Standardized test scores",79
"Wellesley College","Application Essay",61
"Wellesley College","Recommendation(s)",44
"Wellesley College","Interview",97
"Wellesley College","Extracurricular activities",61
"Wellesley College","Talent/ability",61
"Wellesley College","Character/personal qualities",44
"Wellesley College","First generation",79
"Wellesley College","Alumni/ae relation",79
"Wellesley College","Geographical residence",79
"Wellesley College","State residency",79
"Wellesley College","Religious affiliation/commitment",97
"Wellesley College","Racial/ethnic status",79
"Wellesley College","Volunteer work",79
"Wellesley College","Work experience",79
"Wellesley College","Level of applicant’s interest",79
"Wentworth Institute of Technology","Rigor of secondary school record",65
"Wentworth Institute of Technology","Class rank",103
"Wentworth Institute of Technology","Academic GPA",63
"Wentworth Institute of Technology","Standardized test scores",84
"Wentworth Institute of Technology","Application Essay",65
"Wentworth Institute of Technology","Recommendation(s)",84
"Wentworth Institute of Technology","Interview",103
"Wentworth Institute of Technology","Extracurricular activities",84
"Wentworth Institute of Technology","Talent/ability",84
"Wentworth Institute of Technology","Character/personal qualities",84
"Wentworth Institute of Technology","First generation",84
"Wentworth Institute of Technology","Alumni/ae relation",84
"Wentworth Institute of Technology","Geographical residence",103
"Wentworth Institute of Technology","State residency",103
"Wentworth Institute of Technology","Religious affiliation/commitment",103
"Wentworth Institute of Technology","Racial/ethnic status",84
"Wentworth Institute of Technology","Volunteer work",84
"Wentworth Institute of Technology","Work experience",84
"Wentworth Institute of Technology","Level of applicant’s interest",84
"Wesleyan University","Rigor of secondary school record",45
"Wesleyan University","Class rank",63
"Wesleyan University","Academic GPA",61
"Wesleyan University","Standardized test scores",81
"Wesleyan University","Application Essay",63
"Wesleyan University","Recommendation(s)",63
"Wesleyan University","Interview",81
"Wesleyan University","Extracurricular activities",81
"Wesleyan University","Talent/ability",63
"Wesleyan University","Character/personal qualities",63
"Wesleyan University","First generation",63
"Wesleyan University","Alumni/ae relation",81
"Wesleyan University","Geographical residence",81
"Wesleyan University","State residency",99
"Wesleyan University","Religious affiliation/commitment",99
"Wesleyan University","Racial/ethnic status",63
"Wesleyan University","Volunteer work",81
"Wesleyan University","Work experience",81
"Wesleyan University","Level of applicant’s interest",99
"Western Michigan University","Rigor of secondary school record",63
"Western Michigan University","Class rank",93
"Western Michigan University","Academic GPA",42
"Western Michigan University","Standardized test scores",75
"Western Michigan University","Application Essay",75
"Western Michigan University","Recommendation(s)",75
"Western Michigan University","Interview",93
"Western Michigan University","Extracurricular activities",75
"Western Michigan University","Talent/ability",93
"Western Michigan University","Character/personal qualities",93
"Western Michigan University","First generation",93
"Western Michigan University","Alumni/ae relation",93
"Western Michigan University","Geographical residence",93
"Western Michigan University","State residency",93
"Western Michigan University","Religious affiliation/commitment",93
"Western Michigan University","Racial/ethnic status",93
"Western Michigan University","Volunteer work",93
"Western Michigan University","Work experience",93
"Western Michigan University","Level of applicant’s interest",93
"Western New England University","Rigor of secondary school record",81
"Western New England University","Class rank",95
"Western New England University","Academic GPA",58
"Western New England University","Standardized test scores",95
"Western New England University","Application Essay",95
"Western New England University","Recommendation(s)",95
"Western New England University","Interview",95
"Western New England University","Extracurricular activities",113
"Western New England University","Talent/ability",113
"Western New England University","Character/personal qualities",95
"Western New England University","First generation",113
"Western New England University","Alumni/ae relation",113
"Western New England University","Geographical residence",113
"Western New England University","State residency",113
"Western New England University","Religious affiliation/commitment",113
"Western New England University","Racial/ethnic status",113
"Western New England University","Volunteer work",113
"Western New England University","Work experience",113
"Western New England University","Level of applicant’s interest",113
"Williams College","Rigor of secondary school record",48
"Williams College","Class rank",48
"Williams College","Academic GPA",46
"Williams College","Standardized test scores See C",123
"Winthrop University","Rigor of secondary school record",64
"Winthrop University","Class rank",138
"Winthrop University","Academic GPA",62
"Winthrop University","Standardized test scores",64
"Winthrop University","Application Essay",118
"Winthrop University","Recommendation(s)",118
"Winthrop University","Interview",118
"Winthrop University","Extracurricular activities",118
"Winthrop University","Talent/ability",118
"Winthrop University","Character/personal qualities",138
"Winthrop University","First generation",138
"Winthrop University","Alumni/ae relation",138
"Winthrop University","Geographical residence",138
"Winthrop University","State residency",138
"Winthrop University","Religious affiliation/commitment",138
"Winthrop University","Racial/ethnic status",138
"Winthrop University","Volunteer work",118
"Winthrop University","Work experience",138
"Winthrop University","Level of applicant’s interest",138
"Worcester Polytechnic Institute","Rigor of secondary school record",44
"Worcester Polytechnic Institute","Class rank",61
"Worcester Polytechnic Institute","Academic GPA",44
"Worcester Polytechnic Institute","Standardized test scores",94
"Worcester Polytechnic Institute","Application Essay",78
"Worcester Polytechnic Institute","Recommendation",61
"Worcester Polytechnic Institute","Interview",94
"Worcester Polytechnic Institute","Extracurricular activities",61
"Worcester Polytechnic Institute","Talent/ability",78
"Worcester Polytechnic Institute","Character/personal qualities",61
"Worcester Polytechnic Institute","First generation",78
"Worcester Polytechnic Institute","Alumni/ae relation",78
"Worcester Polytechnic Institute","Geographical residence",78
"Worcester Polytechnic Institute","State residency",94
"Worcester Polytechnic Institute","Religious affiliation/commitment",94
"Worcester Polytechnic Institute","Racial/ethnic status",78
"Worcester Polytechnic Institute","Volunteer work",78
"Worcester Polytechnic Institute","Work experience",78
"Worcester Polytechnic Institute","Level of applicant’s interest",78
"Xavier University","Class rank x",80
"Xavier University","Academic GPA x",43
"Xavier University","Standardized test scores x",80
"Xavier University","Application Essay x",62
"Xavier University","Recommendation(s) x",62
"Xavier University","Interview x",99
"Xavier University","Extracurricular activities x",62
"Xavier University","Talent/ability x",80
"Xavier University","Character/personal qualities x",62
"Xavier University","First generation x",99
"Xavier University","Alumni/ae relation x",99
"Xavier University","Geographical residence x",99
"Xavier University","State residency x",99
"Xavier University","Religious affiliation/commitment x",99
"Xavier University","Racial/ethnic status x",99
"Xavier University","Volunteer work x",80
"Xavier University","Work experience x",80
"Xavier University","Level of applicant’s interest x",80
